rank,symbol,close,high_252,retracement_pct,ema_200,ret_252,vol_252,volar_score,rs_ratio,rs_ema_200,filter1_pass,filter2_pass,filter3_pass,is_qualified
238,TIPSMUSIC,650.95,741.0,-12.15,617.6,12.43,37.56,0.3309,0.026841,0.025389,True,True,True,True
239,ASAHIINDIA,965.75,1074.0,-10.08,887.57,10.97,34.82,0.3151,0.039821,0.036382,True,True,True,True
240,CEATLTD,3563.4,4393.16,-18.89,3522.34,12.08,38.4,0.3147,0.146932,0.144355,True,True,True,True
241,PPLPHARMA,213.67,220.36,-3.04,177.75,10.02,33.82,0.2963,0.00881,0.007289,True,True,True,True
242,HCG,725.95,804.65,-9.78,638.31,8.88,30.24,0.2936,0.029934,0.026175,True,True,True,True
243,CREDITACC,1496.1,1634.0,-8.44,1375.35,10.99,39.43,0.2788,0.06169,0.056445,True,True,True,True
244,TI,575.65,593.0,-2.93,454.66,9.4,34.15,0.2751,0.023736,0.018651,True,True,True,True
245,JKPAPER,391.8,440.18,-10.99,361.36,10.85,39.47,0.2749,0.016155,0.014828,True,True,True,True
246,PERSISTENT,5667.5,6552.65,-13.51,5279.49,9.0,34.46,0.261,0.233692,0.216261,True,True,True,True
247,PGEL,600.55,644.4,-6.8,570.93,11.2,42.93,0.2609,0.024763,0.023402,True,True,True,True
248,PETRONET,293.0,322.68,-9.2,277.21,7.46,28.9,0.2582,0.012081,0.011373,True,True,True,True
249,JSWINFRA,335.7,355.8,-5.65,296.07,7.7,31.65,0.2432,0.013842,0.012154,True,True,True,True
250,GLAXO,2902.2,3054.9,-5.0,2477.31,6.02,24.76,0.2429,0.119668,0.101595,True,True,True,True
251,ANTHEM,871.45,904.0,-3.6,752.72,6.78,28.65,0.2366,0.035933,0.030929,True,True,True,True
252,VMART,838.85,886.81,-5.41,713.49,9.5,40.38,0.2352,0.034589,0.029252,True,True,True,True
253,AGARWALEYE,500.2,568.0,-11.94,471.07,6.68,28.92,0.2308,0.020625,0.01932,True,True,True,True
254,BLACKBUCK,634.3,748.0,-15.2,571.37,8.68,39.66,0.2188,0.026155,0.023415,True,True,True,True
255,AEGISVOPAK,276.3,311.49,-11.3,239.61,9.89,46.76,0.2115,0.011393,0.009811,True,True,True,True
256,SHAREINDIA,174.13,209.36,-16.83,154.74,10.33,51.08,0.2023,0.00718,0.006343,True,True,True,True
257,ENRIN,3435.6,3968.0,-13.42,3229.66,7.7,38.38,0.2006,0.141663,0.132703,True,True,True,True
258,ETHOSLTD,2840.5,3245.9,-12.49,2569.6,7.25,37.3,0.1943,0.117124,0.105268,True,True,True,True
259,FIEMIND,2198.8,2674.8,-17.8,2188.91,6.92,36.12,0.1916,0.090665,0.089821,True,True,True,True
260,ENDURANCE,3029.5,3072.0,-1.38,2623.06,5.52,30.64,0.1801,0.124918,0.107599,True,True,True,True
261,MEDANTA,1409.7,1490.47,-5.42,1254.72,5.03,28.76,0.1747,0.058127,0.051488,True,True,True,True
262,MIDHANI,423.95,456.6,-7.15,389.05,7.07,42.49,0.1664,0.017481,0.01598,True,True,True,True
263,BHARTIARTL,1946.0,2147.47,-9.38,1894.91,3.18,19.29,0.165,0.080241,0.07769,True,True,True,True
264,SHYAMMETL,984.9,1085.22,-9.24,918.64,4.57,27.81,0.1642,0.040611,0.037734,True,True,True,True
265,METROPOLIS,556.95,609.05,-8.55,516.74,4.35,29.58,0.1472,0.022965,0.021222,True,True,True,True
266,PNGJL,602.9,736.4,-18.13,596.78,4.96,34.2,0.1451,0.02486,0.024482,True,True,True,True
267,ASIANPAINT,2640.0,2960.02,-10.81,2577.85,3.4,23.73,0.1432,0.108857,0.105765,True,True,True,True
268,BAJAJFINSV,2032.5,2193.13,-7.32,1897.71,3.15,23.85,0.1319,0.083808,0.07776,True,True,True,True
269,SAREGAMA,506.55,574.5,-11.83,435.37,5.41,41.2,0.1314,0.020887,0.017885,True,True,True,True
270,GOKEX,797.6,954.9,-16.47,761.42,7.23,56.15,0.1288,0.032888,0.031217,True,True,True,True
271,UNOMINDA,1265.0,1378.85,-8.26,1156.18,3.93,31.81,0.1237,0.052161,0.047384,True,True,True,True
272,JBMA,673.95,790.0,-14.69,636.87,5.12,43.92,0.1165,0.027789,0.026151,True,True,True,True
273,POONAWALLA,490.05,570.4,-14.09,444.05,4.32,37.51,0.1152,0.020207,0.018198,True,True,True,True
274,GRAVITA,1821.7,1913.6,-4.8,1685.15,4.09,35.93,0.1139,0.075115,0.069116,True,True,True,True
275,JYOTICNC,988.8,1055.9,-6.35,815.55,4.76,44.02,0.1081,0.040772,0.033381,True,True,True,True
276,MOTILALOFS,990.0,1088.32,-9.03,863.77,3.98,39.35,0.1011,0.040821,0.03543,True,True,True,True
277,M&M,3412.2,3799.99,-10.21,3249.21,2.8,27.91,0.1004,0.140698,0.133126,True,True,True,True
278,SKIPPER,554.0,593.0,-6.58,485.64,3.75,38.71,0.0967,0.022843,0.019945,True,True,True,True
279,JUBLINGREA,718.35,792.33,-9.34,682.77,3.26,35.74,0.0912,0.02962,0.02801,True,True,True,True
280,JSWENERGY,544.95,615.26,-11.43,534.63,2.53,29.2,0.0867,0.02247,0.021969,True,True,True,True
281,PREMIERENE,1053.0,1134.0,-7.14,983.98,2.7,33.4,0.0808,0.043419,0.040445,True,True,True,True
282,ATUL,6509.5,7144.77,-8.89,6470.95,1.89,25.34,0.0748,0.268411,0.265781,True,True,True,True
283,IIFLCAPS,335.65,407.51,-17.63,325.71,2.77,40.39,0.0685,0.01384,0.013363,True,True,True,True
284,ETERNAL,328.0,368.45,-10.98,276.66,2.04,33.1,0.0616,0.013525,0.011334,True,True,True,True
285,GAIL,172.0,182.38,-5.69,167.87,1.41,25.02,0.0565,0.007092,0.006887,True,True,True,True
