rank,symbol,sector,close,high_252,distance_52wh_pct,ema_200,ema_200_ratio,ret_252,vol_252,volar_score,volume,is_delisted,filter1_pass,filter2_pass,filter3_pass,is_qualified,rrg_rs_ratio,rrg_rs_momentum,rrg_quadrant,passed_rrg
1,CUPID,PHARMA,282.33,299.0,-5.58,151.31,1.8659,730.58,57.5,12.7065,15411651.0,False,True,True,True,True,121.67,96.24,WEAKENING,True
2,STLTECH,INFRA_MEDIA,723.75,728.6,-0.67,397.15,1.8224,475.55,61.73,7.7038,2106053.0,False,True,True,True,True,122.5,110.28,LEADING,True
3,MTARTECH,CAPGOODS,6997.0,8714.0,-19.7,5338.5,1.3107,379.97,60.83,6.2464,69305.0,False,True,True,True,True,103.5,101.38,LEADING,True
4,ATHERENERG,AUTO,1616.3,1630.0,-0.84,993.03,1.6276,274.58,49.59,5.537,14538878.0,False,True,True,True,True,125.56,105.95,LEADING,True
5,SANSERA,AUTO,3859.0,4040.4,-4.49,2684.13,1.4377,208.76,40.07,5.2095,65476.0,False,True,True,True,True,112.45,97.33,WEAKENING,True
6,HFCL,INFRA_MEDIA,251.47,255.1,-1.42,149.13,1.6863,250.64,48.73,5.1432,17035686.0,False,True,True,True,True,117.48,105.93,LEADING,True
7,WELCORP,METALS,2373.8,2443.9,-2.87,1324.92,1.7917,172.39,39.1,4.4095,1342665.0,False,True,True,True,True,136.99,103.79,LEADING,True
8,LAURUSLABS,PHARMA,1938.5,1938.5,0.0,1335.32,1.4517,123.57,28.95,4.2677,2231476.0,False,True,True,True,True,116.37,102.72,LEADING,True
9,CPPLUS,CAPGOODS,3576.6,4094.0,-12.64,2701.51,1.3239,178.9,43.34,4.1275,138494.0,False,True,True,True,True,100.91,104.13,LEADING,True
10,RRKABEL,CAPGOODS,2905.2,2983.8,-2.63,1988.46,1.461,144.61,37.19,3.8883,629274.0,False,True,True,True,True,114.23,100.33,LEADING,True
11,TDPOWERSYS,CAPGOODS,752.7,798.85,-5.78,527.74,1.4263,202.41,52.74,3.838,955212.0,False,True,True,True,True,120.2,97.63,WEAKENING,True
12,SKYGOLD,CONSDUR,811.4,868.8,-6.61,509.08,1.5939,166.21,48.25,3.4445,908866.0,False,True,True,True,True,122.36,96.88,WEAKENING,True
13,AETHER,CHEMICALS,1696.8,1717.0,-1.18,1211.24,1.4009,130.54,38.54,3.387,443550.0,False,True,True,True,True,114.09,100.4,LEADING,True
14,FEDERALBNK,FINSERV,344.25,370.43,-7.07,299.34,1.15,79.48,25.44,3.1237,3391019.0,False,True,True,True,True,100.69,97.34,WEAKENING,True
15,AVALON,CAPGOODS,2231.7,2351.0,-5.07,1428.82,1.5619,164.51,52.74,3.1193,239819.0,False,True,True,True,True,120.79,100.13,LEADING,True
16,GRWRHITECH,CHEMICALS,7224.5,7990.0,-9.58,5391.31,1.34,167.29,54.05,3.0953,88184.0,False,True,True,True,True,103.67,100.89,LEADING,True
17,MCX,FINSERV,3332.0,3471.49,-4.02,2623.57,1.27,117.12,37.87,3.0925,1360874.0,False,True,True,True,True,117.02,104.32,LEADING,True
18,SHILPAMED,PHARMA,903.8,919.0,-1.65,521.68,1.7325,121.58,39.74,3.0595,879302.0,False,True,True,True,True,133.05,103.13,LEADING,True
19,DIACABS,CAPGOODS,349.4,379.0,-7.81,211.28,1.6537,141.88,46.67,3.0403,905525.0,False,True,True,True,True,122.62,95.29,WEAKENING,True
20,ACUTAAS,CHEMICALS,3281.6,3740.0,-12.26,2677.55,1.2256,132.38,43.76,3.0251,240776.0,False,True,True,True,True,98.02,100.95,IMPROVING,True
21,TMB,FINSERV,886.05,917.0,-3.38,694.16,1.2764,111.69,37.25,2.998,80734.0,False,True,True,True,True,108.5,101.17,LEADING,True
22,NATIONALUM,METALS,394.95,443.37,-10.92,350.59,1.1265,122.47,41.36,2.9613,1868958.0,False,True,True,True,True,109.36,100.69,LEADING,True
23,KTKBANK,FINSERV,330.35,341.0,-3.12,252.08,1.3105,99.6,33.78,2.948,1698579.0,False,True,True,True,True,114.31,99.88,WEAKENING,True
24,BHEL,CAPGOODS,430.85,446.5,-3.51,348.75,1.2354,104.37,35.7,2.9237,5837847.0,False,True,True,True,True,105.69,102.08,LEADING,True
25,GRANULES,PHARMA,836.65,908.11,-7.87,718.12,1.1651,81.98,28.96,2.8307,328237.0,False,True,True,True,True,99.67,98.69,LAGGING,True
26,APARINDS,CAPGOODS,17803.0,18465.0,-3.59,12583.38,1.4148,125.88,45.47,2.7685,120837.0,False,True,True,True,True,116.32,104.08,LEADING,True
27,BHARATFORG,AUTO,2037.7,2295.0,-11.21,1844.7,1.1046,79.59,29.28,2.7184,362775.0,False,True,True,True,True,96.2,99.41,LAGGING,True
28,ANANDRATHI,FINSERV,2213.4,2242.0,-1.28,1789.27,1.237,58.62,21.83,2.6859,418905.0,False,True,True,True,True,106.9,100.21,LEADING,True
29,ADANIENSOL,ENERGY,1581.4,1789.0,-11.6,1330.9,1.1882,100.52,38.04,2.6428,1647674.0,False,True,True,True,True,98.47,100.57,IMPROVING,True
30,SONACOMS,AUTO,815.0,844.0,-3.44,613.7,1.328,80.74,30.93,2.6105,1696565.0,False,True,True,True,True,112.37,97.92,WEAKENING,True
31,IDEA,INFRA_MEDIA,14.68,15.37,-4.49,12.02,1.2211,118.78,46.88,2.5338,375500261.0,False,True,True,True,True,106.91,102.71,LEADING,True
32,SYRMA,CAPGOODS,1474.3,1541.42,-4.35,1103.65,1.3358,103.12,42.19,2.444,404693.0,False,True,True,True,True,104.91,99.71,WEAKENING,True
33,SHRIRAMFIN,FINSERV,1086.9,1153.7,-5.79,970.94,1.1194,84.92,35.16,2.415,2207426.0,False,True,True,True,True,102.32,96.83,WEAKENING,True
34,PARAS,CAPGOODS,1439.7,1583.91,-9.1,984.41,1.4625,121.03,50.52,2.3956,618190.0,False,True,True,True,True,111.01,96.3,WEAKENING,True
35,ARVIND,CONSDUR,543.35,600.0,-9.44,446.96,1.2157,92.0,39.48,2.3303,760011.0,False,True,True,True,True,101.15,101.15,LEADING,True
36,CHENNPETRO,ENERGY,1341.1,1489.7,-9.98,1036.69,1.2936,117.06,50.36,2.3244,690557.0,False,True,True,True,True,111.37,95.02,WEAKENING,True
37,MOTHERSON,AUTO,165.6,173.27,-4.43,134.57,1.2305,79.0,34.04,2.3208,8444402.0,False,True,True,True,True,108.43,97.82,WEAKENING,True
38,NETWEB,IT,5322.9,5813.0,-8.43,4021.48,1.3236,132.47,58.21,2.2758,1962173.0,False,True,True,True,True,113.62,99.51,WEAKENING,True
39,SAILIFE,PHARMA,1485.0,1506.3,-1.41,1128.36,1.3161,72.45,33.23,2.1804,228815.0,False,True,True,True,True,112.57,100.94,LEADING,True
40,MARKSANS,PHARMA,329.7,344.55,-4.31,231.85,1.422,90.81,42.14,2.155,1463661.0,False,True,True,True,True,118.73,99.49,WEAKENING,True
41,INOXINDIA,CAPGOODS,2126.2,2267.9,-6.25,1574.51,1.3504,85.64,39.89,2.1471,733868.0,False,True,True,True,True,109.71,107.36,LEADING,True
42,AUROPHARMA,PHARMA,1645.3,1682.4,-2.21,1412.38,1.1649,54.14,25.77,2.1007,484381.0,False,True,True,True,True,104.32,100.69,LEADING,True
43,DIVISLAB,PHARMA,9239.0,9270.0,-0.33,6940.23,1.3312,48.47,23.45,2.0672,773225.0,False,True,True,True,True,121.24,103.57,LEADING,True
44,AZAD,CAPGOODS,2850.5,2986.6,-4.56,2057.99,1.3851,85.75,41.73,2.055,401279.0,False,True,True,True,True,118.47,98.7,WEAKENING,True
45,SHRIPISTON,AUTO,4572.2,4785.8,-4.46,3588.95,1.274,75.92,38.53,1.9704,49040.0,False,True,True,True,True,106.54,98.95,WEAKENING,True
46,DCBBANK,FINSERV,212.97,220.5,-3.41,179.18,1.1886,75.86,38.66,1.9622,1702351.0,False,True,True,True,True,112.36,106.25,LEADING,True
47,NEULANDLAB,PHARMA,23205.0,23881.0,-2.83,17183.95,1.3504,76.51,39.0,1.9617,38996.0,False,True,True,True,True,115.25,97.19,WEAKENING,True
48,SAIL,METALS,200.0,209.7,-4.63,165.43,1.209,68.84,35.55,1.9364,48585004.0,False,True,True,True,True,117.41,110.29,LEADING,True
49,NAVINFLUOR,CHEMICALS,8517.5,8775.5,-2.94,6880.96,1.2378,70.77,36.6,1.9338,77045.0,False,True,True,True,True,108.98,101.67,LEADING,True
50,TITAN,CONSDUR,5169.2,5186.7,-0.34,4344.82,1.1897,44.3,22.97,1.929,547804.0,False,True,True,True,True,109.14,100.41,LEADING,True
51,TORNTPHARM,PHARMA,5050.0,5250.0,-3.81,4393.23,1.1495,41.33,21.45,1.9271,184156.0,False,True,True,True,True,104.09,101.55,LEADING,True
52,PRICOLLTD,AUTO,770.65,823.0,-6.36,614.9,1.2533,73.46,38.27,1.9196,244858.0,False,True,True,True,True,113.59,94.87,WEAKENING,True
53,AKUMS,PHARMA,772.6,783.0,-1.33,577.49,1.3379,61.7,32.41,1.9041,408016.0,False,True,True,True,True,113.16,100.57,LEADING,True
54,HONASA,FMCG,470.65,506.65,-7.1,377.64,1.2463,58.23,30.86,1.8872,684018.0,False,True,True,True,True,102.91,97.61,WEAKENING,True
55,ADANIPOWER,INFRA_MEDIA,212.63,254.2,-16.35,190.25,1.1176,79.56,42.71,1.8629,14256352.0,False,True,True,True,True,99.36,104.09,IMPROVING,True
56,MAHABANK,FINSERV,83.8,94.5,-11.32,73.76,1.1362,62.26,34.63,1.7978,9938458.0,False,True,True,True,True,101.86,103.58,LEADING,True
57,RADICO,FMCG,4605.0,4747.0,-2.99,3579.67,1.2864,58.45,32.57,1.7945,140966.0,False,True,True,True,True,108.59,97.36,WEAKENING,True
58,GAEL,FMCG,166.98,184.66,-9.57,148.65,1.1233,63.36,35.67,1.7764,913733.0,False,True,True,True,True,102.7,95.14,WEAKENING,True
59,RATEGAIN,IT,933.95,1050.0,-11.05,745.22,1.2533,77.14,43.64,1.7677,227209.0,False,True,True,True,True,101.43,98.49,WEAKENING,True
60,ABB,CAPGOODS,7509.0,7832.29,-4.13,6559.68,1.1447,51.9,29.37,1.767,98513.0,False,True,True,True,True,103.71,99.61,WEAKENING,True
61,CRAFTSMAN,AUTO,11118.0,11199.5,-0.73,8521.96,1.3046,63.15,35.91,1.7585,70823.0,False,True,True,True,True,113.78,103.14,LEADING,True
62,BAJAJ-AUTO,AUTO,11910.0,11974.0,-0.53,10071.3,1.1826,38.96,22.57,1.7263,262591.0,False,True,True,True,True,109.54,100.44,LEADING,True
63,PFOCUS,INFRA_MEDIA,294.4,367.0,-19.78,253.41,1.1618,94.02,54.92,1.7119,166516.0,False,True,True,True,True,109.79,99.54,WEAKENING,True
64,BELRISE,AUTO,229.87,268.2,-14.29,208.74,1.1012,62.58,36.56,1.7117,3131483.0,False,True,True,True,True,97.51,99.96,LAGGING,True
65,DATAPATTNS,CAPGOODS,4624.8,5000.0,-7.5,3798.43,1.2176,84.98,49.7,1.71,302955.0,False,True,True,True,True,103.55,98.96,WEAKENING,True
66,ASTRAMICRO,CAPGOODS,1706.6,1960.0,-12.93,1352.65,1.2617,70.99,41.56,1.7082,242127.0,False,True,True,True,True,98.04,100.26,IMPROVING,True
67,HINDALCO,METALS,1037.4,1169.9,-11.33,956.06,1.0851,47.77,28.05,1.703,1687987.0,False,True,True,True,True,105.13,99.8,WEAKENING,True
68,KARURVYSYA,FINSERV,346.0,358.65,-3.53,291.97,1.185,61.36,36.07,1.7008,1302287.0,False,True,True,True,True,108.32,100.76,LEADING,True
69,DYNAMATECH,CAPGOODS,11436.0,12865.83,-11.11,10057.54,1.1371,77.31,45.5,1.6991,4340.0,False,True,True,True,True,106.83,98.7,WEAKENING,True
70,AEGISLOG,ENERGY,1289.4,1497.8,-13.91,957.43,1.3467,78.75,46.63,1.6889,263570.0,False,True,True,True,True,100.49,94.59,WEAKENING,True
71,RBLBANK,FINSERV,382.0,394.5,-3.17,337.1,1.1332,50.5,30.3,1.6665,963822.0,False,True,True,True,True,102.48,99.3,WEAKENING,True
72,NYKAA,CONSDUR,335.65,348.0,-3.55,283.26,1.1849,44.9,27.3,1.6442,1538325.0,False,True,True,True,True,104.02,100.26,LEADING,True
73,KRN,CAPGOODS,1609.7,1612.1,-0.15,1106.34,1.455,77.42,47.32,1.6359,314773.0,False,True,True,True,True,124.89,104.14,LEADING,True
74,PNBHOUSING,FINSERV,1169.9,1211.5,-3.43,998.74,1.1714,50.6,31.87,1.5876,438325.0,False,True,True,True,True,107.09,99.05,WEAKENING,True
75,POWERINDIA,CAPGOODS,33330.0,38775.74,-14.04,29011.86,1.1488,68.54,43.96,1.5592,32688.0,False,True,True,True,True,100.58,99.15,WEAKENING,True
76,PTCIL,CAPGOODS,22110.0,22215.0,-0.47,17554.42,1.2595,55.35,35.82,1.5454,100300.0,False,True,True,True,True,120.47,106.11,LEADING,True
77,QPOWER,CAPGOODS,1431.2,1440.72,-0.66,1053.69,1.3583,84.04,55.18,1.523,582162.0,False,True,True,True,True,119.11,107.71,LEADING,True
78,UJJIVANSFB,FINSERV,67.85,73.94,-8.24,59.63,1.1379,58.57,38.46,1.5228,6875259.0,False,True,True,True,True,102.64,94.95,WEAKENING,True
79,AJANTPHARM,PHARMA,3557.0,3796.0,-6.3,3064.95,1.1605,38.44,25.36,1.5157,39913.0,False,True,True,True,True,104.25,97.37,WEAKENING,True
80,AUBANK,FINSERV,1077.1,1144.1,-5.86,983.97,1.0947,44.67,29.52,1.513,871951.0,False,True,True,True,True,102.57,98.26,WEAKENING,True
81,GLAND,PHARMA,2888.0,3039.8,-4.99,2162.61,1.3354,49.91,33.1,1.5077,165191.0,False,True,True,True,True,113.11,99.37,WEAKENING,True
82,VTL,CONSDUR,592.75,682.21,-13.11,558.04,1.0622,51.83,34.72,1.4928,103519.0,False,True,True,True,True,96.9,100.76,IMPROVING,True
83,OFSS,IT,12190.0,12275.0,-0.69,9497.77,1.2835,49.27,33.17,1.4855,428317.0,False,True,True,True,True,107.89,102.03,LEADING,True
84,APLAPOLLO,METALS,2265.6,2301.4,-1.56,1910.75,1.1857,39.09,26.34,1.4837,1037530.0,False,True,True,True,True,118.68,104.31,LEADING,True
85,UNIONBANK,FINSERV,186.0,199.6,-6.81,166.22,1.119,47.68,32.44,1.4695,3617223.0,False,True,True,True,True,107.12,99.71,WEAKENING,True
